tmid,period_min,period_max,place,diplomatic,lemmatized
1037,-3,-3,Arsinoites,ὑπόμνημα Ζήνωνι παρʼ Ἀπολλωνίου ἔστιν δὲ τὸ πλῆθος τῶν προβάτων Ϛτοα αἶγες σϛ (ὧν) ἱερὰ πρό[βα]τα σξη (λοιπὸν) Ϛργ αἶγες σϛ (ὧν) Ζήνωνος Αωξγ ἀν(ὰ) (τετρώβολον) (γίνονται) (δραχμαὶ) Ασμβ αἶγες ρκβ ἀν(ὰ) (τριώβολον) (γίνονται) (δραχμαὶ) ξα βασιλικὰ πρ[ο]βατ* Αωιζ (ὧν) Νικίου Ασξζ λαικὰ φν ἀν(ὰ) (δραχμὰς) β (γίνονται) (δραχμαὶ) Γχλδ Σωστράτου Κλέωνος πρόβατα ψιε ἀν(ὰ) (τετρώβολον) (γίνονται) (δραχμαὶ) υοϛ (τετρώβολον) αἶγες ιϛ [ἀν(ὰ)] (τριώβολον) (γίνονται) (δραχμαὶ) η λαικὰ πρόβατα Αυε ἀν(ὰ) (τετρώβολον) (γίνονται) (δραχμαὶ) ϡλϛ (τετρώβολον) αἶγες ξ[η] ἀν(ὰ) (τριώβολον) (γίνονται) λδ εἰς τὸ ταυτὸ* (τάλαντον) α (δραχμαὶ) σπη (ὀβολὸς) ἱππέων πρόβ[α]τα τγ ἀν(ὰ) (τετρώβολον) (γίνονται) κ[β] εἰς τοῦτο λ̣[ελό]γ̣ευται (δραχμαὶ) φξγ (διώβολον) (ὧν) Ἀνό̣σιτι (δραχμαὶ) υκδ Σωκ̣λεῖ (δραχμαὶ) ϙθ (διώβολον) (ὧν) Κ̣[α]λ̣λ̣[ίππωι] [ὀ]ψώνι[ον] (δραχμαὶ) κ Ἀσκλ[η]π̣ιάδει λ̣γ̣ Καλλίππωι τιμὴ κριῶν ε (δραχμαὶ) ϛ (τετρώβολον) (γίνονται) φξγ (διώβολον) (λοιπὸν) (δραχμαὶ) υζ (διώβολον) (ὧν) ἐν Θέωνι Κολλούθου (δραχμαὶ) ιγ (διώβολον) ἐν Ἀμμωνίωι (δραχμαὶ) κε (τριώβολον) ἐμ* Μάρωνι (δραχμαὶ) κη ἐν Ἄνδρωνι (δραχμαὶ) κ ἐμ* Πετεμίνι κε (διώβολον) ἐμ* Μαεσίχωι (δραχμαὶ) λγ (τετρώβολον) ἐν Αἰθάλωι (δραχμαὶ) η (τετρώβολον) ἐν Πάσιτι Ὥρου (δραχμαὶ) ϛ (διώβολον) ἐν Θάλλωι (δραχμαὶ) ι ἐν Ζωίλωι (δραχμαὶ) ξη (τετρώβολον) ἐν Ἑριε̣ῖ Ἄραβι (δραχμαὶ) ρμ (τετρώβολον) ἐν Κανα̣ι̣φεῖ Τεῶτος γ (διώβολον) ἐν Παχοίρει Μαρρέως (δραχμαὶ) ϛ (τετρώβολον) ἐν Λιμναίωι ἑρμηνεῖ (δραχμαὶ) κ ἐν Πάσιτι Παύσιος (δραχμαὶ) ϛ ἐν Διονυσίωι (δραχμαὶ) ζ (πεντώβολον) ἐμ* Πασχίνει (δραχμὴ) α (δραχμαὶ) τξϛ̣ αἳ ἐλάττω̣ (δραχμῶν) Μ̣ι̣ο̣ψ̣α̣ι̣ς̣,"[['ὑπόμνημα', 'Ζήνων', 'παρά', 'Ἀπολλώνιος', 'εἰμί', 'δέ', 'ὁ', 'πλῆθος', 'ὁ', 'πρόβατον', 'Ϛσσαα', 'αἴξ', 'ςϛ#', 'ὅς', 'ἱερός', 'πρόβατον', 'σξη#', 'λοιπός', 'Ϛργ#', 'αἴξ', 'ςϛ#', 'ὅς', 'Ζήνων', 'Αωξγ#', 'ἀνά', 'τετρώβολον', 'γίγνομαι', 'δραχμή', 'Ασμβ#', 'αἴξ', 'ρκβ#', 'ἀνά', 'τριώβολον', 'γίγνομαι', 'δραχμή', 'ξα', 'βασιλικός', 'πρόβατον', 'Αωιζ', 'ὅς', 'Νικίας', 'Ἄσξζ', 'λαικός', 'φν#', 'ἀνά', 'δραχμή', 'β#', 'γίγνομαι', 'δραχμή', 'Γχλδ', 'Σώστρατος', 'Κλέων', 'πρόβατον', 'ψιε#', 'ἀνά', 'τετρώβολον', 'γίγνομαι', 'δραχμή', 'υοϛ#', 'τετρώβολον', 'αἴξ', 'ιϛ#', 'ἀνά', 'τριώβολον', 'γίγνομαι', 'δραχμή', 'η#', 'λαικός', 'πρόβατον', 'Αυε', 'ἀνά', 'τετρώβολον', 'γίγνομαι', 'δραχμή', '?λϛ#', 'τετρώβολον', 'αἴξ', 'ξη#', 'ἀνά', 'τριώβολον', 'γίγνομαι', 'λδ', 'εἰς', 'ὁ', 'αὐτός', 'τάλαντον', 'α#', 'δραχμή', 'σπη', 'ὀβολός', 'ἱππεύς', 'πρόβατον', 'τγ#', 'ἀνά', 'τετρώβολον', 'γίγνομαι', 'κβ#', 'εἰς', 'οὗτος', 'λογεύω', 'δραχμή', 'φξγ#', 'διώβολον', 'ὅς', 'Ἀνοσις', 'δραχμή', 'υκδ#', 'Σωκλῆς', 'δραχμή', '?θ#', 'διώβολον', 'ὅς', 'Κάλλιππος', '_', '', '', ''], ['ὀψώνιον', '_', ''], ['_', 'δραχμή', 'κ#', 'Ἀσκληπιάδης', 'λγ', 'Κάλλιππος', 'τιμή', 'κριός', 'ε#', 'δραχμή', 'ϛ#', 'τετρώβολον', 'γίγνομαι', 'φξγ#', 'διώβολον', 'λοιπός', 'δραχμή', 'υζ#', 'διώβολον', 'ὅς', 'ἐν', 'Θέων', 'Κολλοῦθος', 'δραχμή', 'ιγ#', 'διώβολον', 'ἐν', 'Ἀμμώνιος', 'δραχμή', 'κε#', 'τριώβολον', 'ἐν', 'Μάρων', 'δραχμή', 'κη#', 'ἐν', 'Ἄνδρων', 'δραχμή', 'κ#', 'ἐν', 'Πετεμῖνις', 'κε#', 'διώβολον', 'ἐν', 'Μαέσιχος', 'δραχμή', 'λγ', 'τετρώβολον', 'ἐν', 'Αἴθαλος', 'δραχμή', 'η#', 'τετρώβολον', 'ἐν', 'Πᾶσις', 'Ὧρος', 'δραχμή', 'ϛ#', 'διώβολον', 'ἐν', 'Θάλλος', 'δραχμή', 'ι#', 'ἐν', 'Ζώϊλος', 'δραχμή', 'ξη#', 'τετρώβολον', 'ἐν', 'Ἑριεύς', 'Ἄραψ', 'δραχμή', 'ρμ#', 'τετρώβολον', 'ἐν', 'Καναιφεύς', 'Τεῶς', 'γ#', 'διώβολον', 'ἐν', 'Παχοιρις', 'Μαρρεῦς', 'δραχμή', 'ϛ#', 'τετρώβολον', 'ἐν', 'Λιμναῖος', 'ἑρμηνεύς', 'δραχμή', 'κ#', 'ἐν', 'Πᾶσις', 'Παῦσις', 'δραχμή', 'ϛ#', 'ἐν', 'Διονύσιος', 'δραχμή', 'ζ#', 'πεντώβολος', 'ἐν', 'Πασχινις', 'δραχμή', 'α#', '', '', '', '', '', '', '', '', ''], ['_', ''], ['_', 'δραχμή', 'τξϛ#', 'ὅς', 'ἐλαχύς', 'δραχμή', '_', '', ''], ['Μιοψαις', '']]"
72669,2,2,Thebes,μαθέτω ὁ Φίλω̣ν ἀπὸ ἀμφόδ(ου) ὅτι ἐπίκρισιν οὐκ ἔχει ἡ ἀλλὰ ἐπίθεμα ἔχει τῶν ὅλω̣ν (ἀρουρ…) η (πυροῦ) (ἀρταβ…) ε γ´ κδ´ . ἀλλὰ καὶ τὸ κατʼ ἄνδρα τῶν γεωργῶν τῶν διαισταλμένων* ἐπὶ κωμογρα(μματείας) Κερα(μείων) τοῦ ὀνό(ματος) Μάρκου Κλωδίου ταξάτω διὰ τὸ̣ν σωματισμὸν τῆς ἐγὼ ἀντεκλήθη Εὐδαίμων,"[['μανθάνω', 'ὁ', 'Φίλων', 'ἀπό', 'ἄμφοδον', '_'], ['_', 'ὅτι', 'ἐπίκρισις', 'οὐ', 'ἔχω', 'ὁ', '_', 'ἀλλά', 'ἐπίθεμα', 'ἔχω', 'ὁ', 'ὅλος', '_', 'η#', 'πυρός', '_', 'ε#', 'γ´#', 'κδ´#', '.', '', '', ''], ['ἀλλά', 'καί', 'ὁ', 'κατά', 'ἀνήρ', 'ὁ', 'γεωργός', 'ὁ', 'διαστέλλω', 'ἐπί', 'κωμογραμματεία', 'Κεράμειος', 'ὁ', 'ὄνομα', 'Μάρκος', 'Κλώδιος', 'τάσσω', 'διά', 'ὁ', 'σωματισμός', 'ὁ', '_'], ['_', 'ἐγώ', '_', '_', ''], ['_', 'ἀντικαλέω', 'Εὐδαίμων']]"
29715,2,2,Porphyrites,Τι̣θοῆτος* [τῷ] [ἀ]δελφο* πολλ̣ὰ χαίρειν . [τὸ] [προσ]κύ̣νημά σοι ποιῶ [παρὰ] [τῇ] [Τ]ύχῃ Πορφυρ[ίτου] τ̣ὸ σφυρ̣[ίδιν],"[['_', ''], ['_', 'Τιθόης', '_', ''], ['_', 'ὁ', 'ἀδελφός', 'πολύς', 'χαίρω', '.', ''], ['ὁ', 'προσκύνημα', 'σύ', 'ποιέω', 'παρά', 'ὁ', 'Τύχη', 'Πορφυρίτης', '_'], ['_', 'ὁ', 'σφυρίδιον', '_', ''], ['_', '_', '']]"
70624,3,4,Oxyrynchos,δὸς τῷ ἀννουμέρῳ κρέως λίτρας τέσσαραις* καὶ β επτιν .,"[['δίδωμι', 'ὁ', 'ἀννούμερος', 'κρέας', 'λίτρα', 'τέσσαρες', 'καί', 'β#', '_', '.']]"
24150,2,2,Claudianus Mons,"Μάξιμος Σεραπειάδει τῇ ἀδελφῇ κυ̣ρ̣ί̣ᾳ̣ πλεῖστα χαίρειν . οἶδα εμετὸν* ὅτει* οὐ-δὲν κακόν σοι ἐποίησα οὐδὲ ἐμείση-σα* ἅ μοι ταχέως ἐμείσησες* . ο\ὐ̣/δὲν οὐ* μένφομε* Οὐλέριν* Λόγον* τὸν ἀδελφόν μου εἰ αὐτὸς ἠμέλη-σεν καὶ καταφρονεῖ ἐμοῦ τοῦ ἀδελφοῦ ἀτοῦ* . σὺ δέ , ἔδει σε αὐ-τον* εἰπεῖν · γράψο̣ν̣ ὄτρακον* τῷ̣ ἀδελφῷ σου . ἀ̣λ̣λ̣ὰ̣ ο̣ἱ̣ παρʼ ὑμεῖν̣* λεγείτοσαν* ὁςἂν* |extra|* ἀπὸ ψυχῆς εὐχαρρει-στῶ* ὑμᾶς . Παλμᾶς εἰς Καμ-πὴν ἀπ̣ῆλθεν . ἡμέρας ἔ̣χ̣ι̣* δ . περεὶ* τοῦ χοιρειδε̣ί̣ο̣υ̣* ἀμερείμνει* , κυρεία . ἐ̣γ̣ὼ̣ π̣ω̣* σ̣ε̣* . πέμσον* μ̣ε̣* τὸ π̣ε-λέ̣κ̣ε̣ι̣ον . ἄσσπασε* τὸν ἀ̣δ̣ελφόν μου . ἔρρω(σο) .","[['Μάξιμος', 'Σαραπιάς', 'ὁ', 'ἀδελφή', 'κυρία', 'πολύς', 'χαίρω', '.', ''], ['οἶδα', 'ἐμαυτοῦ', 'ὅτι', 'οὐδείς', 'κακός', 'σύ', 'ποιέω', 'οὐδέ', 'μισέω', 'ὅς', 'ἐγώ', 'ταχύς', 'μισέω', '.'], ['οὐδείς', 'οὖν', 'μέμφομαι', 'Οὐαλέριος', 'Λόγγος', 'ὁ', 'ἀδελφός', 'ἐγώ', 'εἰ', 'αὐτός', 'ἀμελέω', 'καί', 'καταφρονέω', 'ἐγώ', 'ὁ', 'ἀδελφός', 'αὐτός', '.'], ['σύ', 'δέ', ',', 'δέω', 'σύ', 'αὐτός', 'λέγω', '·'], ['γράφω', 'ὄστρακον', 'ὁ', 'ἀδελφός', 'σύ', '.'], ['ἀλλά', 'ὁ', 'παρά', 'σύ', 'λέγω', '_', 'ὡς', 'ἄν', 'ἀπό', 'ψυχή', 'εὐχαριστέω', 'σύ', '.'], ['Παλμᾶς', 'εἰς', 'Καμπή', 'ἀπέρχομαι', '.'], ['ἡμέρα', 'ἔχω', 'δ#', '.'], ['περί', 'ὁ', 'χοιρίδιον', 'ἀμεριμνέω', ',', 'κυρία', '.'], ['ἐγώ', 'πέμπω', 'σύ', '.'], ['πέμπω', 'ἐγώ', 'ὁ', 'πελέκιον', '.'], ['ἀσπάζομαι', 'ὁ', 'ἀδελφός', 'ἐγώ', '.'], ['ῥώννυμι', '.']]"
145023,3,3,Didymoi,"Κάσις Τιβερίῳ τῷ ἀδελφῷ πολλὰ χαίρειν καὶ τὸ προσκύ-νημά σου ποιῶ καθ᾿ ἑκάσ-την ἡμέρα<ν> παρὰ τῇ κυρίᾳ Ἀφροδείτῃ* . ἐὰν ἀκούσῃς κενότερον* περὶ τοῦ κλήρου ἵ̣ν̣α̣ καὶ ἐμοὶ δηλώσῃς . κα-[λῶς] [πο]ι̣ή̣σεις , ἐὰν μ̣έ̣λλῃ ἀ-[ναβῆν]αι Λούκις ὁ συστρα-[τιώτης] ἐκ τοῦ πραισιδίο(υ) μ̣ου [ἤ] [τε] [με]τ̣ὰ ὄνων ἤ τε με-[τὰ] [προ]βολῆς , ἵνα δοῖς αὐ-[τῷ] [τ]ὰς (δραχμὰς) κϛ τοῦ κιθῶ-[νος] [ἵ]ν̣α ἐνέγκῃ μοι [τ]ὰ νῦν μὴ ἀ̣μ̣ε̣λ̣-[ήσῃ]ς̣ τ̣ο̣ῦ̣ πέμψε* μοι .","[['Κάσσιος', 'Τιβέριος', 'ὁ', 'ἀδελφός', 'πολύς', 'χαίρω', 'καί', 'ὁ', 'προσκύνημα', 'σύ', 'ποιέω', 'κατά', 'ἕκαστος', 'ἡμέρα', 'παρά', 'ὁ', 'κύριος', 'Ἀφροδίτη', '.', ''], ['ἐάν', 'ἀκούω', 'καινός', 'περί', 'ὁ', 'κλῆρος', 'ἵνα', 'καί', 'ἐγώ', 'δηλόω', '.', ''], ['καλός', 'ποιέω', ',', 'ἐάν', 'μέλλω', 'ἀναβαίνω', 'Λούκις', 'ὁ', 'συστρατιώτης', 'ἐκ', 'ὁ', 'πραισίδιον', 'ἐγώ', 'ἤ', 'τε', 'μετά', 'ὄνος', 'ἤ', 'τε', 'μετά', 'προβολή', ',', 'ἵνα', 'δίδωμι', 'αὐτός', 'ὁ', 'δραχμή', 'κϛ#', 'ὁ', 'χιτών', 'ἵνα', 'φέρω', 'ἐγώ', '_', 'ὁ', 'νῦν', 'μή', 'ἀμελέω', 'ὁ', 'πέμπω', 'ἐγώ', '.'], ['_', '']]"
110056,2,2,Egypt,λέγων · ' [ἀ]δ̣ελφός μ[ο]υ̣ ἐστίν ' κ̣α̣ὶ ἀνέσ-χηται [ὁ] ἔ̣παρχος ἀφεῖναι δ̣ὲ ἕως τοῦ κλήρ[ο]υ̣ . ὁ κλ̣ῆ̣[ρος] [γ]ὰρ τῷ Μεχεὶρ ἐσ-τίν{ι} . ἀσπ[άζομαί] [σε] πολλὰ καὶ τοὺς ἀδελ-φούς σου κ[αὶ] [τὴν] [μη]τ̣έραν σ̣ὺ̣ν τοῖς σοῖ̣ς κα[ὶ] [τὸ] ἀβάσκα̣ντόν σ̣ου παιδίο̣ν̣ [καὶ] Ἀ̣ντωνῖνον τὸν ἀδελφὸν [καὶ] [τ]οὺς αὐτοῦ πάντας κα̣ὶ [καὶ] Ἀ̣δρια̣ν̣[ὸν] [τὸ]ν̣ ἀδε̣λ̣(φόν) . τὸν συν-στρατιώ̣[την] καὶ ἀ̣ντίγραψόν μοι τὴ̣[ν] αἰτί̣α̣[ν] α̣ὐ̣τ̣[ῆς] ἐπι̣στ[ο]-λῆς πρὸ̣ τ̣[ο]ῦ κλήρο̣υ τ̣ῶ̣ν ὀ̣φ̣ηκίων?* . ἀ[ν]αδώ̣σ̣ε̣[ι]ς Ἑρμί̣ω̣ι τὴν ἐπ̣ιστολὴν [Μάρ]κου τοῦ σημιαφόρου . ἔγραψα τὴν ἐπισ-[τολή]ν σο̣ι̣ ἵνα διὰ Οὐαλερίου Ῥούφου σοι πέμ-[πω] [οὐ]θ̣ὲν ἐμοῦ περισπωμένου .,"[['_', ''], ['_', '_', '_', 'λέγω', '·', ''], ['_', 'ἀδελφός', 'ἐγώ', 'εἰμί', '_', 'καί', 'ἀνεισχάω', 'ὁ', 'ἔπαρχος', 'ἀφίημι', 'δέ', 'ἕως', 'ὁ', 'κλῆρος', '.'], ['ὁ', 'κλῆρος', 'γάρ', 'ὁ', 'Μεχείρ', 'εἰμί', '.'], ['ἀσπάζομαι', 'σύ', 'πολύς', 'καί', 'ὁ', 'ἀδελφός', 'σύ', 'καί', 'ὁ', 'μής', 'σύν', 'ὁ', 'σός', 'καί', '_'], ['_', 'ὁ', 'ἀβάσκαντος', 'σύ', 'παιδίον', '_', 'καί', 'Ἀντωνῖνος', 'ὁ', 'ἀδελφός', '_', 'καί', 'ὁ', 'αὐτός', 'πᾶς', '_', '_', 'καί', '_', 'καί', 'Ἀδριανός', 'ὁ', 'ἀδελφός', '.', ''], ['_', 'ὁ', 'συστρατιώτης', '_', 'καί', 'ἀντιγράφω', 'ἐγώ', 'ὁ', 'αἰτία', '_', 'αὐτός', 'ἐπιστολή', 'πρό', 'ὁ', 'κλῆρος', 'ὁ', 'ὀφφίκιον', '.'], ['ἀναδίδωμι', 'Ἕρμιος', 'ὁ', 'ἐπιστολή', 'Μάρκος', 'ὁ', 'σημιαφόρος', '.'], ['γράφω', 'ὁ', 'ἐπιστολή', 'σύ', 'ἵνα', 'διά', 'Οὐαλέριος', 'Ῥοῦφος', 'σύ', 'πέμπω', '_', 'οὐδείς', 'ἐγώ', 'περισπάω', '.'], ['_', '']]"
779,-3,-3,Arsinoites,"[μὴ] προ-νομευ[ώ]μ̣εθα , ὅτι τὴν γῆν τὴν απολλωνίου γεωρ-γοῦμεν . καλῶς ἂν οὖν ποιήσαις γράψας Βουβά-λωι καὶ Σπενδάτηι πε-ρὶ τοῦ γεωργοῦ ἵνα ἀφε-θῆι ἕως ἂν οἱ τελῶναι παραγένωνται , ἵνα βο-τ[α]ν̣ίζηται ἡ γῆ . πα-ρέσομαι δὲ κατὰ τὸ τά-χος πρὸς σέ . ὑπογέ-γραφα δὲ καὶ τῆς παρʼ Ἀ-πολλωνίου ἐπιστολῆς τὰ ἀντίγραφα . Ἀπολ-λώνιος Θράσωνι Παρα-μόνωι χαίρειν . τοὺς γεωργοὺς τοὺς ἐν Τα-πτεια μὴ ἐνοχλεῖ-[τ]ε̣ περὶ τῆς ἁλικῆς . ἔρρωσθε . (ἔτους) λ , Περιτίου ἐμβολίμου , Μεχεὶρ κγ . φέρει δὲ καὶ Πατροκος* ὄρ-νιθας ἀγρίους δύο , Ὠιὰ* χήνεα ϛ . [Ζήν]ωνι .","[['_', ''], ['_', '_', ''], ['_', 'μή', 'προνομεύω', ',', 'ὅτι', 'ὁ', 'γῆ', 'ὁ', 'απολλώνιος', 'γεωργέω', '.'], ['καλός', 'ἄν', 'οὖν', 'ποιέω', 'γράφω', 'Βούβαλος', 'καί', 'Σπενδάτης', 'περί', 'ὁ', 'γεωργός', 'ἵνα', 'ἀφίημι', 'ἕως', 'ἄν', 'ὁ', 'τελώνης', 'παραγίγνομαι', ',', 'ἵνα', 'βοτανίζω', 'ὁ', 'γῆ', '.'], ['πάρειμι', 'δέ', 'κατά', 'ὁ', 'τάχος', 'πρός', 'σύ', '.'], ['ὑπογράφω', 'δέ', 'καί', 'ὁ', 'παρά', 'Ἀπολλώνιος', 'ἐπιστολή', 'ὁ', 'ἀντίγραφον', '.'], ['Ἀπολλώνιος', 'Θράσων', 'Παράμονος', 'χαίρω', '.', ''], ['ὁ', 'γεωργός', 'ὁ', 'ἐν', 'Ταπτεια', 'μή', 'ἐνοχλέω', 'περί', 'ὁ', 'ἁλική', '.'], ['ῥώννυμι', '.'], ['ἔτος', 'λ#', ',', 'Περίτιος', 'ἐμβόλιμος', ',', 'Μεχείρ', 'κγ#', '.', ''], ['φέρω', 'δέ', 'καί', 'Πάτροκλος', 'ὄρνις', 'ἄγριος', 'δύο', ',', 'ᾠόν', 'χήνειος', 'ϛ#', '.'], ['Ζήνων', '.', '']]"
4541,-2,-2,Philadelpheia,Θεοδώρωι ἐπιστάτει Φιλα-δελφείας παρὰ Νικαγόρου τοῦ Βίθυος (ἑκατονταρούρου) τῆι ιϛ τοῦ [Φα]ρμοῦθι τοῦ κϛ (ἔτους) Π̣ε̣τοσού-[χου] κ̣[αὶ] το̣[ῦ] Πανταλέοντος καιροτη-ρήσαντες τὸν παρʼ ἐμοῦ φύλακα ἀπεσπασμένον εἰς μακρότερον πεδίον ἐ-παφέντες τὰ ἑαυτῶν κτ̣[ή]-νει* βοϊκὰ σὺν ἄλλοις \κτήνεσιν/ \ὧν/ \τοὺς/ \κυρίους/ \ἀγνοῶ/ εἰς ἣν μεμίσθωμαι γῆν παρὰ Σιμίου τοῦ Πτ[ολεμαί]-ου κατένειμαν καὶ συνεπά-τησαν χόρτου ἀγώγια πέντε ἃ̣ γ̣[ίνοντ]α̣ι χα(λκοῦ) (δραχμαὶ) Γ,"[['Θεόδωρος', 'ἐπιστατέω', 'Φιλαδέλφεια', 'παρά', 'Νικαγόρας', 'ὁ', 'Βίθυς', 'ἑκατοντάρουρος', 'ὁ', 'ιϛ#', 'ὁ', 'Φαρμουθί', 'ὁ', 'κϛ#', 'ἔτος', '_', 'Πετοσουχος', 'καί', '_', 'ὁ', 'Πανταλέων', 'καιροτηρέω', 'ὁ', 'παρά', 'ἐγώ', 'φύλαξ', 'ἀποσπάω', 'εἰς', 'μακρός', 'πεδίον', 'ἐπαφίημι', 'ὁ', 'ἑαυτοῦ', 'κτῆνος', 'βοϊκός', 'σύν', 'ἄλλος', 'κτῆνος', 'ὅς', 'ὁ', 'κύριος', 'ἀγνοέω', 'εἰς', 'ὅς', 'μισθόω', 'γῆ', 'παρά', 'Σιμίας', 'ὁ', 'Πτολεμαῖος', 'κατανέμω', 'καί', 'συμπατέω', 'χόρτος', 'ἀγώγιον', 'πέντε', 'ὅς', 'γίγνομαι', 'χαλκός', 'δραχμή', 'Γ']]"
74194,4,5,Kysis,τῷ ἀγαπητῷ ἀδελφῷ Πα̣χ̣ο̣ῦ̣μ̣ Β̣ῆς Ὄλβιος χαίρειν . δὸς τῷ κυρίῳ μου ἀδελφῷ Ἰσοκράτει εἰς λόγ(ον) βαλανίου καὶ σκο-πελαρίου τὰς παρὰ σοὶ σίτου ἀρτάβας δύο μάτια τέσσερα γί(νονται) (ἀρτάβαι) β μ(άτια) δ μέτρ(ῳ) ἀννω(νῶν) . ἐρρῶσθαί σε εὔχο-μαι πολλοῖς χρόνοις . ε̣ ἰ̣ν̣(δικτίωνος) .,"[['ὁ', 'ἀγαπητός', 'ἀδελφός', 'Παχοῦμ', 'Βῆς', 'Ὄλβιος', 'χαίρω', '.', ''], ['δίδωμι', 'ὁ', 'κύριος', 'ἐγώ', 'ἀδελφός', 'Ἰσοκράτης', 'εἰς', 'λόγος', 'βαλάνιον', 'καί', 'σκοπελάριος', 'ὁ', 'παρά', 'σύ', 'σῖτος', 'ἀρτάβη', 'δύο', 'μάτιον', 'τέσσαρες', 'γίγνομαι', 'ἀρτάβη', 'β#', 'μάτιον', 'δ#', 'μέτρον', 'ἀννώνη', '.'], ['ῥώννυμι', 'σύ', 'εὔχομαι', 'πολύς', 'χρόνος', '.'], ['ε#', 'ἰνδικτίων', '.', '']]"
70781,1,1,Berenike,Σωσίβ(ιος) Ἀνδουρω(ι) χ[α(ίρειν)] [·] [πάρες] Πικ̣ῶ̣τ̣ι Κάστορο(ς) δ ἐπιμ(ηνι…) κι̣β(…) ε ἐ̣λαίο(υ) ἰταλ(ικὰ) ζ .,"[['Σωσίβιος', 'Ἀνδουρως', 'χαίρω', '·', ''], ['παρίημι', 'Πικώς', 'Κάστωρ', '_'], ['_', 'δ#', '_', '_', 'ε#', '_', ''], ['_', 'ἔλαιον', 'ἰταλικός', 'ζ#', '.', '']]"
29661,2,2,Claudianus Mons,"Ἐπωνυχε* πανισκος* καὶ Πατο[σ]ι̣ρις* ἀμφοτέ-ροις τοῖς ἀδελφοῖς , πολλὰ χαί(ρειν) . πρὸ μὲν πάντων εὔχομα<ι> ὑμων* υγιαιν̣ων* . κομισον* παρὰ Διοσ-κορος* δεσμην* γ μερίζε-ται* αὐτά . ἐρωτῶ ὑμᾶς [π]έν-ψεις* μοι δεμάχια* σπο̣υ̣[δαίως] [ο]ὐκ ἔχω . ἐρρῶσθαί σ̣ε̣ ε̣ὔ̣χ̣[ομαι] [.]","[['Ἐφωνυχος', 'Πανίσκος', 'καί', 'Πετόσιρις', 'ἀμφότερος', 'ὁ', 'ἀδελφός', ',', 'πολύς', 'χαίρω', '.', ''], ['πρό', 'μέν', 'πᾶς', 'εὔχομαι', 'σύ', 'ὑγιαίνω', '.'], ['κομίζω', 'παρά', 'Διοσκόρος', 'δέσμη', 'γ#', '_', 'μερίζω', 'αὐτός', '.'], ['ἐρωτάω', 'σύ', '_', 'πέμπω', 'ἐγώ', 'τεμάχιον', 'σπουδαῖος', '_', 'οὐ', 'ἔχω', '.'], ['ῥώννυμι', 'σύ', 'εὔχομαι', '.']]"
1218,-3,-3,Krokodilopolis,"ἐπ(ιστολήν) [Θ]εόδωρος τῆς τιμῆς τῶν ὡς ἂν παρακομίσηι παρὰ Θεοδώρου χαλ(κοῦ) (δραχμὰς) ρ ἃς καὶ τὸ περιὸν ἀπὸ τῆς Ὀνη̣σ̣ί̣[μου] ὃ κατέβαλον ἡμῶν παρόντω[ν] . κ̣α̣ὶ τοῦτο [ἐπιμ]ελῶς καὶ ἐν τάχει ποιήσατε , ὅπως μὴ πλείους [ἡμέρ]ας ἐν Κροκοδίλων πόλει ἑλκώμεθα . \[παρακο]μισάτω/ \δὲ/ \Δοξαῖος/ \,/ καὶ παρʼ Ἄνδ[ρωνο]ς παραπομπὴν λάβετε , [καὶ] [Ἀρι]στόδημος καὶ Δ̣η-[μήτρι]ος .","[['_', ''], ['_', '_', ''], ['_', 'ἐπιστολή', '_', ''], ['_', 'Θεόδωρος', '_', '_', ''], ['_', 'ὁ', 'τιμή', 'ὁ', '_', '_', ''], ['_', 'ὡς', 'ἄν', 'παρακομίζω', '_', ''], ['_', '_', ''], ['_', 'παρά', 'Θεόδωρος', 'χαλκός', 'δραχμή', 'ρ#', 'ὅς', '_', ''], ['_', '_', ''], ['_', 'καί', 'ὁ', 'περιέρχομαι', 'ἀπό', 'ὁ', 'Ὀνήσιμος', '_', ''], ['_', '_', ''], ['_', 'ὅς', 'καταβάλλω', 'ἐγώ', 'πάρειμι', '.'], ['καί', 'οὗτος', 'ἐπιμελής', 'καί', 'ἐν', 'τάχος', 'ποιέω', ',', 'ὅπως', 'μή', 'πολύς', 'ἡμέρα', 'ἐν', 'Κροκόδιλος', 'πόλις', 'ἕλκω', '.'], ['παρακομίζω', 'δέ', 'Δοξαῖος', ',', 'καί', 'παρά', 'Ἄνδρων', 'παραπομπή', 'λαμβάνω', ',', 'καί', 'Ἀριστόδημος', 'παραπέμπω', 'καί', 'Δημήτριος', '.']]"
29891,2,3,Elephantine,τῷ ἀδελ-[φῷ] χαίρειν . ἔλεγεν ἑαυτοῦ [εἴ]κοσι . ἐὰν δέ λέγων [ἔ]κκοψα τοὺς,"[['_', ''], ['_', 'ὁ', 'ἀδελφός', '_'], ['_', 'χαίρω', '.'], ['_', ''], ['_', 'λέγω', '_'], ['_', 'ἑαυτοῦ', '_', ''], ['_', 'εἴκοσι', '.', ''], ['ἐάν', 'δέ', '_', ''], ['_', 'λέγω', '_', ''], ['_', 'ἐκκόπτω', 'ὁ', '_'], ['_', '_', '_', ''], ['_', '_', ''], ['_', '_', '']]"
